categoria,receita,rendimento_original,ingrediente,quantidade,origem
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,ARROZ BRANCO,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,CENOURA 200g,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,ABOBRINHA ITALIANA,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,TOMATE CARMEM 330g,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,BATATA INGLESA,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,BRÓCOLIS 250g,20.0,ABA_RECEITA
Low Carb250,"Filé de frango,creme de milho,arroz branco e legumes salteados 250g",1.0,MANTEIGA AVIAÇÃO 200g,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,PATINHO (CARNE MOIDA),200.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,ARROZ BRANCO,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,CENOURA 200g,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,ABOBRINHA ITALIANA,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,TOMATE CARMEM 330g,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,BATATA INGLESA,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,BRÓCOLIS 250g,20.0,ABA_RECEITA
Low Carb250,"Carne moída , arroz branco e legumes salteados 250g",1.0,MANTEIGA AVIAÇÃO 200g,15.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,PALETA BOVINA,200.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,ARROZ BRANCO,20.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,CENOURA 200g,20.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,ABOBRINHA ITALIANA,20.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,TOMATE CARMEM 330g,20.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,BATATA INGLESA,100.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,BRÓCOLIS 250g,50.0,ABA_RECEITA
Low Carb250,"Carne em fatias,arroz branco,legumes e purê de batata c/ mandioquinha 250g",1.0,MANDIOQUINHA 150g,100.0,ABA_RECEITA
Low Carb250,"Ragu, purê de abóbora e brócolis 250g",1.0,PALETA BOVINA,200.0,ABA_RECEITA
Low Carb250,"Ragu, purê de abóbora e brócolis 250g",1.0,ABOBORA CABOTIÁ ORGANICA,100.0,ABA_RECEITA
Low Carb250,"Ragu, purê de abóbora e brócolis 250g",1.0,BRÓCOLIS 250g,100.0,ABA_RECEITA
Low Carb250,Macarrão. Almondêgas de carne ao molho sugo 250g,1.0,MACARRAO PENE COMUM 500g,100.0,ABA_RECEITA
Low Carb250,Macarrão. Almondêgas de carne ao molho sugo 250g,1.0,PATINHO (CARNE MOIDA),200.0,ABA_RECEITA
Low Carb250,Macarrão. Almondêgas de carne ao molho sugo 250g,1.0,MOLHO DE TOMATE fugini,150.0,ABA_RECEITA
Low Carb250,Macarrão integral com molho branco e bacom saudável 250g,1.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,100.0,ABA_RECEITA
Low Carb250,Macarrão integral com molho branco e bacom saudável 250g,1.0,CREME DE LEITE 200g,100.0,ABA_RECEITA
Low Carb250,Macarrão integral com molho branco e bacom saudável 250g,1.0,Bacon Saudavel 1Kg,300.0,ABA_RECEITA
Low Carb250,"Almondêgas verde de frango,arroz integral,purê de mandioquinha e brócolis 250g",1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,200.0,ABA_RECEITA
Low Carb250,"Almondêgas verde de frango,arroz integral,purê de mandioquinha e brócolis 250g",1.0,ARROZ INTEGRAL,20.0,ABA_RECEITA
Low Carb250,"Almondêgas verde de frango,arroz integral,purê de mandioquinha e brócolis 250g",1.0,MANDIOQUINHA 150g,120.0,ABA_RECEITA
Low Carb250,"Almondêgas verde de frango,arroz integral,purê de mandioquinha e brócolis 250g",1.0,BRÓCOLIS 250g,100.0,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,PEITO DE FRANGO SEM OSSO E SEM PELE,189.0,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,FARINHA DE AVEIA,9.955556,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,OVOS,31.111111,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,CEBOLA 258g,7.777778,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,ALHO 65g,2.333333,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,salsinha 150g,8.4,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,cebolinha 150g,8.4,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,sal,3.111111,ABA_RECEITA
Low Carb350,Almôndegas de frango acompanhada de purê de cenoura c/vagem 350g,9.0,tempero a gosto,6.222222,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,PALETA BOVINA,189.0,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,ALHO 65g,1.866667,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,CEBOLA 258g,4.666667,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,TOMATE CARMEM 330g,116.666667,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,ABÓBORA CABOTIÃ,70.0,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,QUEIJO MUSSARELA pedaço,18.666667,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,BRÓCOLIS 250g,116.666667,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,SAL,1.75,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,TEMPERO A GOSTO,3.5,ABA_RECEITA
Low Carb350,Carne de panela acompanhada de purê de abóbora e brócolis no vapor 350g,12.0,AZEITE DE OLIVA 500ml,2.333333,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,NOZ MOSCADA (EM GRÃO),3.5,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,COUVE  FLOR 250g,204.75,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,CEBOLA 258g,10.5,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,ALHO 65g,4.9,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,CREME DE LEITE 200g,140.0,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,QUEIJO MUSSARELA pedaço,21.0,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,QUEIJO PARMESÃO,7.0,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,sal,3.85,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,tempero a gosto,7.0,ABA_RECEITA
Low Carb350,Couve flor ao molho branco gratinada com queijo 350g,4.0,azeite de oliva 500ml,7.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,PEITO DE FRANGO SEM OSSO E SEM PELE,189.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,CEBOLA 258g,16.8,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,ALHO 65g,8.12,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,TOMATE CARMEM 330g,84.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,"MILHO quero 1,700kg",56.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,REQUEIJÃO LIGHT catupiry 200ml,28.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,CREME DE RICOTA 200g TIROLEZ,56.0,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,sal,3.92,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,azeite de oliva 500ml,5.6,ABA_RECEITA
Low Carb350,Fricassê de Frango 350g,5.0,OREGANO EGÍPICIO,1.4,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,PATINHO (CARNE MOIDA),189.0,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,ABOBRINHA ITALIANA,196.0,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,QUEIJO MUSSARELA pedaço,16.8,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,QUEIJO PARMESÃO,5.6,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,CREME DE RICOTA 200g TIROLEZ,29.96,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,AZEITE DE OLIVA 500ml,3.92,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,SAL,4.2,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,TEMPERO A GOSTO,5.6,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,TOMATE CEREJA 280g,28.0,ABA_RECEITA
Low Carb350,Lasanha de Abobrinha 350g,5.0,ALHO 65g,2.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,PATINHO (CARNE MOIDA),189.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,BERINJELA 381g,140.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,QUEIJO MUSSARELA pedaço,12.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,TOMATE CEREJA 280g,20.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,CEBOLA 258g,8.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,AZEITE DE OLIVA 500ML,2.8,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,TEMPERO A GOSTO,5.8,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,SAL,2.8,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,ALHO 65g,2.0,ABA_RECEITA
Low Carb350,Lasanha de Beringela 350g,7.0,TOMATE CARMEM 330g,42.857143,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,CEBOLA 258g,8.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,PIMENTÃO VERMELHO 464g,40.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,PIMENTÃO AMARELO 288G,40.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,TOMATE CARMEM 330g,80.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,ALHO 65g,5.8,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,LIMÃO TAHITI 120g,17.2,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,Leite de Côco 450ml,49.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,TILAPIA,189.0,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,SAL,2.8,ABA_RECEITA
Low Carb350,Moqueca de Peixe 350g,7.0,PIMENTA DEDO DE MOÇA 200G,4.2,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,MANDIOCA,50.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,CENOURA 200g,40.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,CREME DE LEITE 200g,80.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,MANTEIGA AVIAÇÃO 200g,2.2,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,PATINHO (CARNE MOIDA),189.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,CEBOLA 258g,18.4,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,ALHO 65g,5.8,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,TOMATE CARMEM 330g,40.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,SAL,2.0,ABA_RECEITA
Low Carb350,"Purê de mandioca, carne moída e legume salteados na manteiga 350g",7.0,TEMPERO A GOSTO,4.0,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,ABÓBORA CABOTIÃ,45.571429,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,CREME DE RICOTA 200g TIROLEZ,28.571429,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,BRÓCOLIS 250g,100.0,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,sal,3.6,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,OREGANO EGÍPICIO,1.4,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,ALHO 65g,3.6,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,azeite de oliva 500ml,4.0,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,"MILHO quero 1,700kg",28.571429,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,REQUEIJÃO LIGHT catupiry 200ml,28.571429,ABA_RECEITA
Low Carb350,Escondidinho de abobora recheado com frango 350g,7.0,PÁPRICA PICANTE,2.857143,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,PEITO DE FRANGO SEM OSSO E SEM PELE,189.0,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,CEBOLA 258g,8.4,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,ALHO 65g,4.2,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,TOMATE CARMEM 330g,47.88,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,"MILHO quero 1,700kg",33.88,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,REQUEIJÃO LIGHT catupiry 200ml,11.2,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,CREME DE RICOTA 200g TIROLEZ,56.0,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,sal,4.2,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,azeite de oliva 500ml,5.6,ABA_RECEITA
Low Carb350,Fricasse de frango com arroz e brocolis 350g,5.0,OREGANO EGÍPICIO,1.4,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,PERNIL COM OSSO TRASEIRO,196.0,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,CEBOLA 258g,4.2,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,ARROZ INTEGRAL,28.0,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,ALHO 65g,2.1,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,CENOURA 200g,182.0,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,azeite de oliva 500ml,2.8,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,sal,1.54,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,ervas finas,2.8,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,oregano egípicio,1.4,ABA_RECEITA
Low Carb350,Pernil em cubos com arroz integral e cenoura refogada com ervas naturais 350g,10.0,tempero a gosto,2.8,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,COXA SOLTEIRA,189.0,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,SAL,5.25,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,PIMENTA PRETA,2.8,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,CEBOLA 258g,10.5,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,MANTEIGA AVIAÇÃO 200g,10.5,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,CREME DE LEITE LIGHT 290g,70.0,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,Maionese de Bio Massa 440g,35.0,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,NOZ MOSCADA (EM GRÃO),3.5,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,QUEIJO PARMESÃO,35.0,ABA_RECEITA
Low Carb350,"Coxa de frango assada c/ parmesão,creme de cebola,arroz branco e ervas 350g",4.0,ARROZ BRANCO,24.5,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,ABOBRINHA,210.0,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,AZEITE DE OLIVA 500ml,15.05,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,MANTEIGA AVIAÇÃO 200g,14.0,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,CEBOLA 258g,10.5,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,SAL,5.25,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,"PASTA DE TOMATE CONCENTRADA 2,005kg",84.0,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,ALHO 65g,4.9,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,AÇUCAR DEMERARA,3.85,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,PIMENTA PRETA,2.45,ABA_RECEITA
Low Carb350,Espaguete de abobrinha Low Carb 350g,4.0,TEMPERO A GOSTO,5.25,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,"MILHO quero 1,700kg",23.333333,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,OVOS,35.0,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,CENOURA 200g,8.166667,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,BRÓCOLIS 250g,8.166667,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,FERMENTO EM PÓ ROYAL,1.633333,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,FARINHA DE AMENDOAS,6.65,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,AZEITE DE OLIVA 500ml,5.25,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,SAL,1.166667,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,PIMENTA PRETA,0.466667,ABA_RECEITA
Low Carb350,Muffin salgado low carb 35g,12.0,TEMPERO A GOSTO,3.383333,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,PATINHO (CARNE MOIDA),70.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,ALHO PORÓ,42.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,CEBOLA 258g,29.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,TOMATE CEREJA 280g,22.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,ALHO 65g,21.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,AZEITE DE OLIVA 500ml,21.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,SAL,14.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,CHIA (EXTRA BLACK),14.0,ABA_RECEITA
DietaDetox250,Almondegas de carne ao alho poró tomate cereja e chia 250g,1.0,TEMPERO A GOSTO,14.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,90.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,ASPARGO 250g,40.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,TOMATE CEREJA 280g,30.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,CEBOLA 258g,22.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,ALHO 65g,14.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,AZEITE DE OLIVA 500ml,14.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,SAL,14.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,NOZES QUARTILHO (QUEBRADINHA),14.0,ABA_RECEITA
DietaDetox250,Almondegas verdes de frango com aspargos e tomate cereja e nozes 250g,1.0,TEMPERO A GOSTO,14.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,PATINHO (CARNE MOIDA),70.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,BERINJELA 381g,60.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,ALHO 65g,50.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,BRÓCOLIS 250g,25.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,TOMATE CEREJA 280g,25.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,SAL,15.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,AMENDOAS CRUAS,15.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,CEBOLA 258g,14.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,AZEITE DE OLIVA 500ml,14.0,ABA_RECEITA
DietaDetox250,"Berinjela de carne moida brocolis, tomate cereja e amendoas 250g",1.0,TEMPERO A GOSTO,14.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,PATINHO (CARNE MOIDA),70.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,ESPINAFRE 350g,60.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,AZEITE DE OLIVA 500ml,30.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,ALHO 65g,20.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,CEBOLA 258g,20.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,SAL,20.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,CHIA (EXTRA BLACK),15.0,ABA_RECEITA
DietaDetox250,Caldo de carne com espinafre e semente de chia 250g,1.0,TEMPERO A GOSTO,15.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,85.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,ERVILHA 500g YOKI,70.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,AZEITE DE OLIVA 500ml,20.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,ALHO 65g,18.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,CEBOLA 258g,18.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,SAL,15.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,TEMPERO A GOSTO,15.0,ABA_RECEITA
DietaDetox250,Caldo de frango desfiado com ervilha e nozes 250g,1.0,NOZES QUARTILHO (QUEBRADINHA),10.0,ABA_RECEITA
DietaDetox250,Caldo de Frango e abobrinha com amendoas 250g,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,80.0,ABA_RECEITA
DietaDetox250,Caldo de Frango e abobrinha com amendoas 250g,1.0,ABOBRINHA ITALIANA,70.0,ABA_RECEITA
DietaDetox250,Caldo de Frango e abobrinha com amendoas 250g,1.0,ALHO 65g,20.0,ABA_RECEITA
